==== This output can be found in Systems/dx986/os/ctctrl-q-c_all.txt ====
==== START ctctrl -q -c all Tue Jul  7 00:44:37 GST 2015 ====
---------------------------------------+-------+-------+-------+---------------
                                       | Have  |Mem Trc|Sys Trc| Buffer size
     Component name                    | alias | /level| /level| /Allocated
---------------------------------------+-------+-------+-------+---------------
          .32_1                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .32_2                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .32_3                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .33_1                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .34_1                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .35_1                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .36_1                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .36_2                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .37_1                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .37_2                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .37_3                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .38_1                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .38_2                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .39_1                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .3A_1                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .3B_1                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .3C_2                        |  NO   |  ON/3 |  ON/3 |       2048/YES
          .A_3                         |  NO   |  ON/3 |  ON/3 |       2048/YES
lfs                                    |  NO   |  ON/3 |  ON/3 |          0/ NO
     filesystem
          ._0                          |  NO   |  ON/3 |  ON/3 |          0/ NO
          .__1                         |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._admin_8                    |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._aha_15                     |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._home_7                     |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessbkp_nfs_41             |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_arclog1_16          |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_arclog2_17          |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_base_18             |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_bct_42              |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_bkp1_20             |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_bkp_19              |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_ctrl1_21            |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_ctrl2_22            |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_ctrl3_23            |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_data1_24            |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_flash_25            |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_index1_26           |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_redo1_27            |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_redo2_28            |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_stage_29            |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_sys_30              |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_temp_31             |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._nessdb_undo_32             |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._opt_10                     |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._perfdata_12                |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._proc_9                     |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._tmp_5                      |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._usr_2                      |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._var_4                      |  NO   |  ON/3 |  ON/3 |          0/ NO
          ._var_adm_ras_livedump_11    |  NO   |  ON/3 |  ON/3 |          0/ NO
     .kdm                              |  NO   |  ON/3 |  ON/3 |          0/ NO
lvm                                    |  NO   |  ON/3 |  ON/3 |          0/ NO
     .arch1vg                          |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_arch1lv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .R1_arch2lv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .arch1vg_dalv      |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower107     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower108     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower109     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower110     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower111     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower112     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower113     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower114     |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_arch1lv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_arch2lv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .arch1vg_dalv      |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower107     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower108     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower109     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower110     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower111     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower112     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower113     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower114     |  NO   | OFF/3 |  ON/3 |          0/ NO
     .bctvg                            |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .bctlv             |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .bctvg_dalv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .loglv01           |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower2       |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .bctlv             |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .bctvg_dalv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .loglv01           |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower2       |  NO   | OFF/3 |  ON/3 |          0/ NO
     .bkp1vg                           |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R6_bkplv          |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .bkp1vg_dalv       |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower53      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower54      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower55      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower56      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower57      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower58      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower59      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower60      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower61      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower62      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower63      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower64      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower65      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower66      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower67      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower68      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower69      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower70      |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R6_bkplv          |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .bkp1vg_dalv       |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower53      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower54      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower55      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower56      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower57      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower58      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower59      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower60      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower61      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower62      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower63      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower64      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower65      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower66      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower67      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower68      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower69      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower70      |  NO   | OFF/3 |  ON/3 |          0/ NO
     .bkp2vg                           |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R6_bkp1lv         |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .bkp2vg_dalv       |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower71      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower72      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower73      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower74      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower75      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower76      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower77      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower78      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower79      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower80      |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R6_bkp1lv         |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .bkp2vg_dalv       |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower71      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower72      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower73      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower74      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower75      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower76      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower77      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower78      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower79      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower80      |  NO   | OFF/3 |  ON/3 |          0/ NO
     .caavg_private                    |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .caalv_private1    |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .caalv_private2    |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .caalv_private3    |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .caavg_private_dalv|  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .powerha_crlv      |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower1       |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .caalv_private1    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .caalv_private2    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .caalv_private3    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .caavg_private_dalv|  NO   | OFF/3 |  ON/3 |          0/ NO
                    .powerha_crlv      |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower1       |  NO   | OFF/3 |  ON/3 |          0/ NO
     .ctrl1vg                          |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_ctrl1lv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .R1_ctrl2lv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .R1_ctrl3lv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .ctrl1vg_dalv      |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower121     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower122     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower123     |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_ctrl1lv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_ctrl2lv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_ctrl3lv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .ctrl1vg_dalv      |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower121     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower122     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower123     |  NO   | OFF/3 |  ON/3 |          0/ NO
     .data1vg                          |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_data1lv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .data1vg_dalv      |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower81      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower82      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower83      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower84      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower85      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower86      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower87      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower88      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower89      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower90      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower91      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower92      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower93      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower94      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower95      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower96      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower97      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower98      |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_data1lv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .data1vg_dalv      |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower81      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower82      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower83      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower84      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower85      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower86      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower87      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower88      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower89      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower90      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower91      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower92      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower93      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower94      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower95      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower96      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower97      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower98      |  NO   | OFF/3 |  ON/3 |          0/ NO
     .flash1vg                         |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_flashlv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .flash1vg_dalv     |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower119     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower120     |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_flashlv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .flash1vg_dalv     |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower119     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower120     |  NO   | OFF/3 |  ON/3 |          0/ NO
     .indx1vg                          |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_indx1lv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .indx1vg_dalv      |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower100     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower101     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower102     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower103     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower104     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower105     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower106     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower99      |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_indx1lv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .indx1vg_dalv      |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower100     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower101     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower102     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower103     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower104     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower105     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower106     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower99      |  NO   | OFF/3 |  ON/3 |          0/ NO
     .oravg                            |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R5_baselv         |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .R5_stagelv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .R5_syslv          |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .oravg_dalv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower45      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower46      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower47      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower48      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower49      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower50      |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R5_baselv         |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R5_stagelv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R5_syslv          |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .oravg_dalv        |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower45      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower46      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower47      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower48      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower49      |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower50      |  NO   | OFF/3 |  ON/3 |          0/ NO
     .redo1vg                          |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_redo1lv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .R1_redo2lv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .redo1vg_dalv      |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower124     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower125     |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_redo1lv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .R1_redo2lv        |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .redo1vg_dalv      |  NO   | OFF/3 |  ON/3 |          0/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower124     |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdiskpower125     |  NO   | OFF/3 |  ON/3 |          0/ NO
     .rootvg                           |  NO   | OFF/3 |  ON/3 |          0/ NO
          .metadata                    |  NO   |  ON/3 |  ON/3 |      16384/YES
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hd1               |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .hd10opt           |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .hd11admin         |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .hd2               |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .hd3               |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .hd4               |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .hd5               |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .hd6               |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .hd8               |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .hd9var            |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .lg_dumplv         |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .livedump          |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .perfdatalv        |  NO   | OFF/3 |  ON/3 |       4096/ NO
                    .rootvg_dalv       |  NO   | OFF/3 |  ON/3 |       4096/ NO
               .pvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hdisk1            |  NO   | OFF/3 |  ON/3 |          0/ NO
          .userdata                    |  NO   | OFF/3 |  ON/3 |          0/ NO
               .lvs                    |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hd1               |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hd10opt           |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hd11admin         |  NO   | OFF/3 |  ON/3 |          0/ NO
                    .hd2               |  NO   | OFF/3 |  ON/3 |          0/ NO
